post_id,post_date,post_type,reach,click,likes,comments,share,reaction
11523,2024-03-06,short,6995,490,280.0,234,47,45
11524,2024-01-10,short,951,10,0.0,297,45,444
11525,2024-03-29,promo,2310,0,185.0,227,29,379
11526,2024-01-17,article,961,10,0.0,72,74,451
11527,2024-03-05,promo,9398,94,94.0,288,27,276
11528,2024-03-10,short,335,20,30.0,243,50,155
11529,2024-02-01,short,3054,122,305.0,171,64,322
11530,2024-03-14,short,212,6,0.0,169,77,272
11531,2024-02-18,short,188874,16999,18887.0,4,96,489
11532,2024-01-07,article,1532,92,0.0,290,25,443
11533,2024-03-12,promo,5305,477,159.0,20,11,467
11534,2024-01-06,short,309,19,25.0,258,67,380
11535,2024-02-19,short,261,18,3.0,293,41,191
11536,2024-01-25,short,2141,193,214.0,118,29,191
11537,2024-03-17,promo,808137,48488,24244.0,190,93,318
11538,2024-03-12,short,4793,192,192.0,58,70,222
11539,2024-03-18,article,907634,63534,0.0,294,92,302
11540,2024-03-27,short,6122,122,61.0,267,16,365
11541,2024-02-14,short,8218,740,411.0,104,18,81
11542,2024-01-03,article,5217,209,522.0,295,3,83
11543,2024-01-18,promo,4279,171,128.0,24,6,206
11544,2024-01-31,promo,440531,4405,26432.0,198,34,249
11545,2024-03-20,short,1746,0,17.0,152,55,35
11546,2024-03-25,short,1895,133,152.0,88,9,150
11547,2024-02-19,article,645467,0,45183.0,14,20,344
11548,2024-02-14,article,698163,41890,13963.0,126,53,52
11549,2024-03-03,short,2608,104,104.0,58,98,346
11550,2024-02-05,short,97844,978,978.0,52,69,421
11551,2024-01-25,article,6384,511,319.0,96,13,297
11552,2024-02-24,promo,5321,426,532.0,23,72,349
11553,2024-03-27,promo,4442,89,311.0,123,10,219
11554,2024-01-02,article,4048,81,364.0,260,54,335
11555,2024-02-02,short,479531,14386,9591.0,48,28,37
11556,2024-02-20,short,777948,0,70015.0,169,70,405
11557,2024-02-15,promo,409,4,25.0,95,92,215
11558,2024-02-16,short,4825,241,145.0,118,69,175
11559,2024-03-09,promo,4268,85,85.0,288,21,83
11560,2024-03-13,article,9529,381,381.0,243,8,165
11561,2024-01-28,article,3059,61,306.0,257,49,463
11562,2024-03-05,article,3333,300,0.0,179,95,63
11563,2024-02-24,article,9561,860,478.0,283,22,130
11564,2024-03-31,promo,2874,259,0.0,178,84,465
11565,2024-01-05,short,3360,235,134.0,49,76,292
11566,2024-01-26,promo,2644,26,79.0,291,44,391
11567,2024-01-28,short,858,69,9.0,129,0,359
11568,2024-01-15,short,3474,69,69.0,173,25,172
11569,2024-02-10,short,808,65,24.0,127,35,456
11570,2024-03-27,promo,6882,482,0.0,178,35,313
11571,2024-02-24,short,3987,0,239.0,90,21,412
11572,2024-03-12,short,1183,47,83.0,141,30,30
11573,2024-03-21,short,874,61,52.0,157,74,19
11574,2024-01-04,article,182,9,16.0,210,19,103
11575,2024-03-15,short,153,12,12.0,259,96,279
11576,2024-02-19,article,191,4,15.0,196,49,348
11577,2024-02-16,article,105027,3151,3151.0,114,9,196
11578,2024-03-13,article,8459,85,254.0,40,0,476
11579,2024-01-02,article,2270,114,23.0,36,48,438
11580,2024-01-09,article,745,52,37.0,295,89,97
11581,2024-03-08,short,395,28,8.0,118,43,479
11582,2024-03-10,short,240295,14418,9612.0,61,64,80
11583,2024-01-10,promo,4584,183,275.0,258,48,264
11584,2024-01-28,article,2812,281,281.0,56,41,110
11585,2024-01-12,promo,473513,0,28411.0,113,100,6
11586,2024-03-05,article,6143,430,246.0,240,81,356
11587,2024-01-11,short,684,27,62.0,11,94,169
11588,2024-01-20,promo,2325,140,93.0,263,22,319
11589,2024-03-21,promo,757604,75760,75760.0,65,1,486
11590,2024-02-12,short,1742,122,174.0,262,0,12
11591,2024-01-06,promo,950921,28528,85583.0,125,67,318
11592,2024-02-03,promo,402,16,40.0,194,89,413
11593,2024-01-12,promo,2331,163,0.0,51,99,323
11594,2024-01-26,promo,968912,67824,77513.0,79,48,133
11595,2024-03-09,short,2986,179,119.0,172,6,440
11596,2024-01-15,promo,5478,329,55.0,121,0,464
11597,2024-01-01,short,899,0,81.0,53,0,286
11598,2024-01-14,short,2005,200,120.0,212,5,180
11599,2024-01-13,article,702288,63206,21069.0,82,29,5
11600,2024-02-22,article,2196,66,88.0,251,47,69
11601,2024-01-13,short,923,46,28.0,244,34,472
11602,2024-01-15,short,1502,15,120.0,245,87,216
11603,2024-03-10,short,777,23,54.0,68,4,298
11604,2024-03-02,article,9835,590,98.0,144,2,275
11605,2024-01-05,short,722,43,43.0,150,15,221
11606,2024-02-03,promo,217774,15244,6533.0,34,62,194
11607,2024-03-22,article,5010,100,301.0,145,34,224
11608,2024-01-17,short,729297,29172,58344.0,277,85,156
11609,2024-01-30,promo,9510,380,856.0,270,18,62
11610,2024-01-28,promo,558584,50273,22343.0,173,25,157
11611,2024-01-16,promo,5101,102,255.0,153,42,65
11612,2024-02-07,short,889,80,53.0,20,68,344
11613,2024-03-21,short,1776,160,0.0,295,81,271
11614,2024-02-05,short,4602,322,92.0,154,22,63
11615,2024-01-18,short,4438,44,355.0,229,64,215
11616,2024-03-26,short,1042,0,104.0,279,34,243
11617,2024-03-29,short,854406,85441,8544.0,2,8,83
11618,2024-03-25,article,4902,343,49.0,31,0,85
11619,2024-01-04,article,226,14,9.0,142,65,259
11620,2024-03-28,short,9756,878,780.0,235,74,337
11621,2024-03-18,promo,1074,97,11.0,191,60,231
11622,2024-01-05,short,61773,4942,0.0,23,27,75
11623,2024-03-26,short,115931,0,9274.0,203,39,241
11624,2024-03-30,promo,281,6,14.0,129,71,491
11625,2024-01-10,short,4571,46,411.0,180,2,172
11626,2024-03-22,article,6749,67,202.0,122,62,319
11627,2024-03-27,article,8555,856,,160,43,116
11628,2024-01-07,article,4057,406,284.0,185,92,246
11629,2024-02-01,promo,2091,84,21.0,103,76,243
11630,2024-02-13,promo,2792,28,0.0,115,9,492
11631,2024-01-21,short,719,72,7.0,264,6,313
11632,2024-01-02,short,239371,16756,2394.0,271,44,10
11633,2024-03-11,article,4469,358,134.0,129,21,228
11634,2024-03-09,article,200896,0,8036.0,250,9,163
11635,2024-03-17,short,338,24,10.0,21,89,137
11636,2024-02-01,short,732,15,29.0,73,71,240
11637,2024-02-05,promo,681834,47728,34092.0,50,19,486
11638,2024-02-19,promo,3971,119,318.0,164,66,395
11639,2024-01-24,article,147,10,9.0,212,45,279
11640,2024-02-28,article,665,27,66.0,174,41,326
11641,2024-03-30,short,715509,21465,71551.0,230,39,366
11642,2024-03-28,promo,5416,487,542.0,26,37,278
11643,2024-03-08,short,3516,70,0.0,4,99,480
11644,2024-03-09,promo,2976,0,30.0,0,70,409
11645,2024-03-17,promo,7745,697,774.0,202,15,61
11646,2024-01-09,short,2182,65,131.0,11,51,319
11647,2024-02-08,promo,932,47,75.0,97,9,83
11648,2024-03-15,article,779,31,78.0,247,10,24
11649,2024-01-13,short,8516,341,426.0,107,29,312
11650,2024-01-02,short,4981,448,149.0,235,20,464
11651,2024-01-14,promo,9066,181,816.0,85,79,9
11652,2024-02-02,article,63,6,6.0,135,96,62
11653,2024-03-10,promo,1147,0,115.0,277,79,156
11654,2024-01-03,promo,3411,171,273.0,192,98,480
11655,2024-02-02,short,2307,69,69.0,140,31,124
11656,2024-03-24,article,217110,17369,2171.0,51,12,334
11657,2024-02-25,promo,9329,0,187.0,83,80,239
11658,2024-01-24,article,1442,72,115.0,227,81,2
11659,2024-03-20,article,259,18,8.0,109,32,53
11660,2024-01-30,promo,4207,337,126.0,60,40,55
11661,2024-01-11,promo,815063,48904,16301.0,142,51,176
11662,2024-03-24,short,4076,41,408.0,270,62,458
11663,2024-01-07,article,1712,68,103.0,284,76,254
11664,2024-02-05,promo,658,33,20.0,143,7,251
11665,2024-01-27,short,5694,228,399.0,170,28,177
11666,2024-01-08,promo,1417,57,0.0,185,85,272
11667,2024-01-12,short,218,11,17.0,173,86,32
11668,2024-02-18,article,4834,338,387.0,31,14,217
11669,2024-01-25,promo,463226,9265,41690.0,169,48,166
11670,2024-01-29,promo,3874,349,39.0,115,61,85
11671,2024-02-27,short,9039,181,814.0,105,82,135
11672,2024-01-12,short,162,5,5.0,169,79,14
11673,2024-02-15,short,683,41,55.0,34,90,190
11674,2024-03-05,short,737200,36860,66348.0,64,63,281
11675,2024-02-17,short,7921,238,238.0,89,45,43
11676,2024-01-08,short,996389,19928,79711.0,22,85,466
11677,2024-02-02,promo,350,21,4.0,20,98,205
11678,2024-03-27,promo,592,59,30.0,26,6,90
11679,2024-02-05,article,335,27,20.0,102,38,394
11680,2024-01-14,promo,174,0,16.0,138,32,422
11681,2024-02-08,article,89,6,4.0,258,55,49
11682,2024-03-01,short,6596,660,660.0,87,28,43
11683,2024-03-08,article,176,12,2.0,73,57,476
11684,2024-02-03,promo,4324,86,259.0,213,20,19
11685,2024-03-15,short,2005,200,60.0,222,18,77
11686,2024-01-05,short,5412,108,271.0,147,29,276
11687,2024-01-19,article,8596,172,86.0,72,34,394
11688,2024-02-17,short,540097,16203,0.0,252,4,175
11689,2024-02-24,promo,681,68,20.0,131,50,201
11690,2024-01-05,promo,5626,113,450.0,300,37,100
11691,2024-01-10,article,351294,21078,21078.0,136,15,284
11692,2024-01-12,promo,1180,59,24.0,241,95,416
11693,2024-01-24,article,484346,9687,19374.0,24,14,3
11694,2024-02-05,article,9113,91,365.0,185,83,201
11695,2024-03-31,short,851,9,77.0,298,49,475
11696,2024-03-16,promo,7033,563,422.0,57,22,143
11697,2024-02-27,promo,296627,8899,2966.0,131,80,114
11698,2024-01-01,article,911226,18225,63786.0,140,77,368
11699,2024-01-04,short,8783,0,439.0,10,36,253
11700,2024-01-18,short,786,71,16.0,219,71,81
11701,2024-02-03,article,562,34,17.0,201,46,186
11702,2024-01-06,short,4237,381,424.0,191,65,212
11703,2024-01-10,short,435,30,17.0,254,74,2
11704,2024-01-23,short,1192,0,95.0,90,56,177
11705,2024-01-20,promo,1886,75,0.0,88,22,491
11706,2024-01-25,article,4412,265,441.0,109,63,28
11707,2024-01-20,promo,2008,40,201.0,207,23,182
11708,2024-03-25,article,3192,223,32.0,27,86,493
11709,2024-02-28,short,967,29,87.0,184,35,9
11710,2024-03-01,article,1486,30,89.0,197,93,72
11711,2024-01-19,promo,1721,138,138.0,284,66,383
11712,2024-01-13,short,604832,48387,18145.0,167,52,303
11713,2024-02-21,short,158304,9498,9498.0,283,24,445
11714,2024-03-09,promo,216,6,6.0,103,18,333
11715,2024-02-07,promo,4536,272,91.0,227,45,447
11716,2024-01-18,article,613021,18391,18391.0,282,22,121
11717,2024-02-06,article,4623,277,416.0,266,24,471
11718,2024-01-24,short,2757,110,165.0,99,45,239
11719,2024-03-22,article,4191,168,377.0,133,85,138
11720,2024-02-06,promo,27098,2168,2168.0,288,28,110
11721,2024-01-29,promo,4396,440,88.0,108,67,64
11722,2024-03-08,short,7852,471,79.0,84,66,338
11723,2024-03-01,short,748705,0,52409.0,46,16,164
11724,2024-01-05,short,498,40,20.0,184,81,355
11725,2024-01-03,article,2147,129,193.0,69,24,134
11726,2024-02-06,article,59,3,5.0,209,30,64
11727,2024-01-09,promo,4282,257,428.0,113,75,164
11728,2024-01-12,article,979,78,78.0,251,87,2
11729,2024-03-02,short,352,35,0.0,113,19,154
11730,2024-01-15,article,270,24,24.0,141,11,42
11731,2024-02-20,promo,8774,0,790.0,275,92,241
11732,2024-03-20,article,7233,651,72.0,125,93,285
11733,2024-01-20,article,309711,30971,30971.0,117,26,405
11734,2024-01-19,article,712564,14251,35628.0,298,37,64
11735,2024-03-04,short,3688,258,0.0,278,62,321
11736,2024-02-18,article,266,13,24.0,146,50,275
11737,2024-03-16,article,6793,476,68.0,90,33,276
11738,2024-02-12,article,459,41,18.0,284,89,309
11739,2024-01-31,short,613240,24530,55192.0,35,11,237
11740,2024-03-05,article,620842,31042,43459.0,19,61,80
11741,2024-02-02,promo,699,63,21.0,280,1,214
11742,2024-01-10,short,868,61,43.0,69,14,327
11743,2024-02-07,promo,893,71,45.0,182,72,307
11744,2024-02-28,article,5355,321,268.0,64,75,197
11745,2024-03-10,short,217,11,9.0,259,58,30
11746,2024-01-09,promo,470,5,14.0,246,55,120
11747,2024-01-11,article,7648,0,153.0,125,15,56
11748,2024-02-17,short,7537,754,678.0,215,37,143
11749,2024-01-17,promo,579339,17380,5793.0,210,69,316
11750,2024-01-25,promo,9921,794,198.0,67,8,498
11751,2024-03-24,short,421417,42142,42142.0,257,21,344
11752,2024-03-28,promo,533,53,5.0,221,3,221
11753,2024-02-14,promo,342,3,10.0,6,45,105
11754,2024-02-05,promo,4325,86,216.0,133,6,454
11755,2024-02-06,short,132,1,1.0,197,81,433
11756,2024-02-19,promo,3590,36,108.0,166,6,288
11757,2024-02-23,short,500317,10006,50032.0,232,90,194
11758,2024-02-17,short,9708,97,582.0,225,68,395
11759,2024-02-26,article,94029,4701,2821.0,56,71,372
11760,2024-03-15,article,451,14,9.0,201,63,11
11761,2024-03-05,promo,544345,38104,5443.0,283,99,229
11762,2024-03-03,article,158441,12675,11091.0,244,23,386
11763,2024-02-08,short,121,2,12.0,194,80,392
11764,2024-01-22,promo,488295,43947,39064.0,292,83,336
11765,2024-01-09,article,800,24,80.0,146,32,194
11766,2024-02-22,short,3696,148,185.0,78,61,231
11767,2024-02-22,short,659,13,26.0,173,85,309
11768,2024-01-03,promo,973376,97338,9734.0,275,60,311
11769,2024-01-11,article,704305,49301,49301.0,104,93,11
11770,2024-03-24,promo,1614,48,32.0,258,11,1
11771,2024-01-02,promo,3007,271,120.0,62,20,242
11772,2024-03-15,promo,159,11,5.0,83,67,290
11773,2024-01-19,promo,555,28,6.0,232,87,12
11774,2024-03-25,promo,100,5,1.0,98,29,203
11775,2024-01-07,article,1689,34,34.0,192,97,6
11776,2024-01-24,article,8815,264,793.0,31,54,360
11777,2024-03-25,short,3973,119,318.0,102,47,141
11778,2024-01-14,article,574210,40195,28710.0,104,53,343
11779,2024-02-06,promo,1121,101,78.0,45,1,207
11780,2024-01-05,promo,785,31,0.0,275,4,332
11781,2024-02-27,promo,935584,84203,84203.0,43,59,348
11782,2024-03-19,article,9270,464,556.0,295,45,2
11783,2024-02-12,article,8050,644,80.0,246,29,55
11784,2024-02-16,promo,189639,15171,11378.0,2,99,352
11785,2024-02-20,short,8742,612,350.0,150,69,221
11786,2024-01-13,article,7565,378,0.0,133,52,121
11787,2024-03-20,article,900,54,90.0,193,12,473
11788,2024-03-14,article,5825,233,175.0,213,100,205
11789,2024-03-15,promo,933180,9332,18664.0,41,8,486
11790,2024-02-18,article,724392,14488,21732.0,52,94,123
11791,2024-02-22,article,567,6,51.0,31,34,383
11792,2024-03-06,article,789,39,39.0,67,63,491
11793,2024-02-18,article,371,26,26.0,274,60,219
11794,2024-02-03,article,116,7,0.0,287,55,26
11795,2024-02-23,promo,899485,53969,17990.0,276,91,324
11796,2024-02-27,promo,1260,126,13.0,163,67,425
11797,2024-02-23,short,6198,620,62.0,140,47,99
11798,2024-01-08,short,1704,51,17.0,133,44,163
11799,2024-03-01,article,830328,8303,41516.0,294,74,454
11800,2024-03-07,promo,3278,295,197.0,84,6,494
11801,2024-02-25,short,3228,32,32.0,29,57,88
11802,2024-03-23,short,408,8,8.0,16,53,100
11803,2024-01-09,article,777625,23329,0.0,176,41,401
11804,2024-03-03,article,5325,213,532.0,160,82,6
11805,2024-03-16,article,1366,55,68.0,262,88,271
11806,2024-03-02,article,823392,74105,32936.0,58,14,161
11807,2024-01-28,short,7669,383,0.0,131,6,356
11808,2024-01-31,promo,708,35,42.0,57,75,49
11809,2024-02-24,article,103,9,0.0,112,29,252
11810,2024-03-23,short,974,39,78.0,21,62,378
11811,2024-01-22,promo,6136,123,307.0,104,59,29
11812,2024-03-15,promo,4829,241,97.0,279,54,23
11813,2024-03-14,article,14192,284,1277.0,177,74,143
11814,2024-02-13,promo,55,5,4.0,93,23,175
11815,2024-02-29,promo,128965,0,5159.0,190,55,364
11816,2024-02-22,short,960,86,86.0,148,97,170
11817,2024-01-19,article,6952,695,626.0,297,49,220
11818,2024-02-20,article,5268,263,53.0,84,73,339
11819,2024-01-04,promo,5008,451,401.0,6,9,374
11820,2024-02-23,article,3099,62,248.0,254,58,197
11821,2024-01-23,article,2933,235,88.0,55,45,418
11822,2024-03-10,article,272,8,27.0,92,7,52
11823,2024-03-22,short,66,1,7.0,181,34,147
11824,2024-01-19,article,160,11,11.0,125,32,222
11825,2024-01-14,promo,921,28,9.0,296,5,342
11826,2024-01-08,article,7241,362,290.0,117,31,428
11827,2024-02-22,article,409,33,33.0,256,97,280
11828,2024-01-15,short,247372,19790,0.0,141,90,155
11829,2024-01-03,promo,607529,0,54678.0,161,72,232
11830,2024-01-23,short,2175,152,0.0,134,43,189
11831,2024-01-18,promo,6015,0,421.0,37,66,231
11832,2024-03-26,short,1602,112,144.0,151,30,213
11833,2024-03-22,article,9510,476,951.0,289,15,352
11834,2024-01-16,short,925,74,56.0,39,11,259
11835,2024-01-02,short,5925,415,474.0,249,24,483
11836,2024-02-11,article,4800,288,288.0,22,82,49
11837,2024-01-27,short,935,9,9.0,241,92,79
11838,2024-03-26,article,4917,443,98.0,215,27,477
11839,2024-02-15,promo,4730,47,47.0,242,29,171
11840,2024-01-28,short,4915,442,49.0,194,91,401
11841,2024-02-26,promo,35218,2465,352.0,66,71,308
11842,2024-01-29,short,328,7,13.0,142,79,66
11843,2024-01-05,promo,659174,39550,46142.0,132,53,451
11844,2024-01-19,short,177,12,16.0,89,52,55
11845,2024-02-03,article,558,28,17.0,111,89,157
11846,2024-02-13,short,3452,242,345.0,217,7,240
11847,2024-01-01,short,899,54,63.0,18,32,465
11848,2024-01-07,article,322,0,29.0,49,7,259
11849,2024-03-08,short,311621,15581,28046.0,192,22,224
11850,2024-01-22,promo,781240,7812,7812.0,48,34,124
11851,2024-03-05,short,5329,533,533.0,214,66,433
11852,2024-03-16,article,656283,32814,13126.0,151,48,138
11853,2024-02-04,short,2874,230,230.0,173,3,51
11854,2024-02-29,short,265499,10620,26550.0,201,86,494
11855,2024-03-29,short,7103,213,426.0,144,36,315
11856,2024-03-13,short,625,12,12.0,167,24,140
11857,2024-03-09,article,926,28,19.0,30,87,71
11858,2024-01-22,promo,7822,469,469.0,55,53,64
11859,2024-03-05,article,9191,276,643.0,54,90,426
11860,2024-02-25,promo,301,0,21.0,185,47,383
11861,2024-01-05,article,1666,133,117.0,75,43,353
11862,2024-03-01,promo,755611,7556,37781.0,131,58,315
11863,2024-02-24,promo,195,20,2.0,290,64,398
11864,2024-01-29,promo,5731,115,401.0,150,56,359
11865,2024-02-23,promo,2065,0,41.0,296,85,497
11866,2024-01-21,short,458681,13760,36694.0,191,73,388
11867,2024-03-11,article,2018,40,202.0,135,69,59
11868,2024-03-31,promo,2809,140,56.0,110,7,397
11869,2024-02-05,short,277,8,28.0,290,14,366
11870,2024-02-09,short,109,4,5.0,246,83,252
11871,2024-02-01,promo,1878,169,75.0,125,59,60
11872,2024-03-25,short,9061,634,906.0,219,45,346
11873,2024-01-10,promo,876,26,18.0,53,87,308
11874,2024-03-08,short,679665,0,20390.0,94,9,216
11875,2024-02-03,promo,4423,265,177.0,66,73,330
11876,2024-02-22,article,1499,120,0.0,30,61,214
11877,2024-02-24,promo,3447,345,103.0,243,60,6
11878,2024-02-14,short,8282,745,248.0,196,78,149
11879,2024-01-05,promo,6424,193,257.0,293,23,142
11880,2024-02-24,promo,5458,382,491.0,164,38,210
11881,2024-03-12,promo,715,14,36.0,75,73,70
11882,2024-02-25,short,722,51,14.0,268,64,186
11883,2024-01-31,promo,73141,0,0.0,39,99,273
11884,2024-03-01,promo,3991,160,279.0,208,37,172
11885,2024-01-01,short,708620,28345,63776.0,10,52,431
11886,2024-01-10,short,426,4,0.0,176,77,100
11887,2024-02-26,article,694,14,21.0,28,16,302
11888,2024-03-12,promo,760,76,53.0,79,74,247
11889,2024-02-12,promo,452,14,36.0,172,55,51
11890,2024-01-19,promo,992929,69505,89364.0,297,7,221
11891,2024-03-09,short,3098,0,279.0,225,98,215
11892,2024-03-02,promo,903,27,72.0,135,70,394
11893,2024-01-25,promo,62,5,4.0,176,11,121
11894,2024-02-22,promo,443026,44303,31012.0,10,95,153
11895,2024-03-27,short,444940,31146,8899.0,99,28,84
11896,2024-03-09,short,4843,242,0.0,11,22,213
11897,2024-01-23,promo,99,10,8.0,73,38,29
11898,2024-01-28,promo,734,66,66.0,285,3,142
11899,2024-01-20,short,2570,103,77.0,125,16,37
11900,2024-02-28,article,9432,94,377.0,109,68,214
11901,2024-01-20,promo,376,26,34.0,15,54,496
11902,2024-02-27,promo,487,15,29.0,56,28,315
11903,2024-03-22,short,1224,0,24.0,208,73,358
11904,2024-03-03,short,8098,243,405.0,293,7,3
11905,2024-01-02,article,908,64,73.0,90,0,407
11906,2024-01-27,article,2914,117,29.0,251,97,23
11907,2024-02-06,article,6467,647,129.0,251,3,359
11908,2024-03-24,promo,89,5,7.0,18,42,73
11909,2024-03-13,promo,3255,228,293.0,264,32,61
11910,2024-01-02,promo,523956,5240,47156.0,184,65,172
11911,2024-03-27,promo,842,51,8.0,114,59,379
11912,2024-02-03,short,6888,482,69.0,80,49,273
11913,2024-03-28,short,593750,35625,29688.0,91,52,189
11914,2024-03-21,article,3887,350,39.0,168,93,85
11915,2024-03-17,promo,769,62,8.0,216,1,306
11916,2024-02-03,article,4017,201,161.0,154,62,431
11917,2024-03-20,promo,4341,87,43.0,19,4,307
11918,2024-03-15,short,585,0,53.0,8,81,497
11919,2024-03-28,short,1531,138,138.0,1,64,188
11920,2024-02-06,promo,582458,40772,52421.0,180,48,404
11921,2024-02-29,promo,5648,56,169.0,61,33,290
11922,2024-01-27,article,1242,0,87.0,95,65,449
11923,2024-02-07,article,721,36,43.0,67,6,208
11924,2024-02-03,short,302,6,21.0,28,38,344
11925,2024-02-03,promo,803,16,40.0,143,31,249
11926,2024-02-18,article,6228,0,62.0,233,84,279
11927,2024-01-01,promo,703,70,70.0,7,95,313
11928,2024-01-23,promo,885,27,35.0,11,26,154
11929,2024-01-17,short,398,36,36.0,207,58,158
11930,2024-01-29,short,754294,52801,67886.0,209,47,351
11931,2024-03-05,promo,6561,197,656.0,7,30,169
11932,2024-03-12,short,2284,46,206.0,10,18,445
11933,2024-02-04,short,1157,23,93.0,180,80,133
11934,2024-02-26,article,2037,41,61.0,225,10,240
11935,2024-02-13,article,639,58,38.0,192,26,341
11936,2024-01-09,short,162679,11388,13014.0,242,11,23
11937,2024-01-09,article,7180,287,503.0,182,11,314
11938,2024-03-14,promo,842,17,8.0,125,23,311
11939,2024-01-28,promo,1884,38,188.0,6,68,184
11940,2024-03-19,article,1477,74,74.0,262,83,362
11941,2024-01-09,article,184309,0,12902.0,186,56,303
11942,2024-01-09,short,8865,621,886.0,178,30,124
11943,2024-03-11,short,1202,12,96.0,49,99,25
11944,2024-01-02,promo,4187,251,251.0,133,92,14
11945,2024-03-17,promo,2653,133,27.0,52,20,265
11946,2024-01-14,article,3747,375,37.0,91,22,204
11947,2024-01-14,short,8918,713,713.0,174,8,280
11948,2024-02-08,article,922,18,74.0,9,13,227
11949,2024-02-06,article,4584,0,413.0,107,64,49
11950,2024-01-10,article,435,0,44.0,62,34,323
11951,2024-03-10,promo,4516,316,452.0,150,30,2
11952,2024-01-14,promo,641,26,6.0,44,94,286
11953,2024-03-03,short,8618,776,172.0,254,51,424
11954,2024-01-15,promo,7673,307,0.0,282,34,203
11955,2024-02-11,short,387,19,27.0,276,2,488
11956,2024-01-24,short,8978,449,0.0,173,61,340
11957,2024-03-06,article,4863,243,146.0,204,8,250
11958,2024-03-06,short,3760,113,188.0,221,84,379
11959,2024-02-09,promo,4706,376,0.0,196,17,311
11960,2024-01-03,article,521,47,47.0,41,40,295
11961,2024-01-18,article,8105,729,81.0,288,60,430
11962,2024-03-21,article,939330,46966,65753.0,149,56,332
11963,2024-01-27,article,875,61,44.0,275,55,48
11964,2024-01-31,short,316,28,19.0,35,5,68
11965,2024-01-06,short,612014,0,12240.0,249,3,223
11966,2024-01-15,promo,547290,38310,54729.0,295,72,175
11967,2024-02-04,promo,2761,83,0.0,64,54,212
11968,2024-03-19,promo,4939,99,445.0,142,71,282
11969,2024-03-23,article,2842,256,28.0,149,8,111
11970,2024-01-10,short,4568,320,228.0,62,2,33
11971,2024-01-03,promo,2896,261,145.0,214,12,252
11972,2024-03-31,promo,1545,31,62.0,75,39,14
11973,2024-03-26,short,3801,190,190.0,42,22,121
11974,2024-01-01,short,3083,154,247.0,27,78,149
11975,2024-03-22,article,6738,404,67.0,129,38,186
11976,2024-02-21,promo,1810,163,72.0,20,55,351
11977,2024-03-03,promo,8787,264,88.0,244,75,386
11978,2024-01-29,promo,1843,37,18.0,18,64,368
11979,2024-02-18,promo,417027,20851,4170.0,98,78,332
11980,2024-03-24,article,457,37,9.0,90,46,23
11981,2024-03-07,article,4098,205,164.0,164,72,4
11982,2024-02-23,short,818,16,8.0,242,96,215
11983,2024-03-07,article,1094,0,66.0,64,47,263
11984,2024-01-30,short,131340,3940,6567.0,271,56,10
11985,2024-02-20,short,1953,98,195.0,52,0,78
11986,2024-03-06,promo,339346,27148,20361.0,197,31,145
11987,2024-01-08,article,4732,47,142.0,116,95,231
11988,2024-01-18,promo,186,0,19.0,65,61,141
11989,2024-03-08,short,8233,576,165.0,81,38,370
11990,2024-02-20,article,1119,0,101.0,274,45,206
11991,2024-03-16,promo,9624,289,674.0,221,27,215
11992,2024-02-04,promo,3647,328,36.0,83,69,476
11993,2024-02-15,article,901528,45076,9015.0,155,5,231
11994,2024-01-30,promo,234,14,9.0,16,72,109
11995,2024-02-22,promo,293,23,12.0,250,45,345
11996,2024-01-23,promo,619,56,12.0,181,92,239
11997,2024-03-19,short,4569,320,183.0,56,94,333
11998,2024-03-26,article,8205,656,574.0,139,70,192
11999,2024-02-09,short,4896,392,294.0,132,80,101
12000,2024-03-09,promo,45919,0,1837.0,172,6,308
12001,2024-01-20,article,7487,449,0.0,284,59,391
12002,2024-03-22,short,2351,0,212.0,270,33,328
12003,2024-01-11,promo,689,0,69.0,20,71,25
12004,2024-01-15,short,1890,170,57.0,30,71,328
12005,2024-02-15,short,842,76,25.0,223,13,12
12006,2024-02-14,short,4229,423,338.0,182,32,177
12007,2024-01-25,article,2494,125,150.0,85,52,262
12008,2024-03-21,promo,451,36,32.0,291,85,278
12009,2024-01-03,short,7245,0,652.0,191,60,259
12010,2024-03-11,promo,7345,661,734.0,217,15,406
12011,2024-01-23,short,873,17,44.0,224,1,201
12012,2024-02-20,promo,3103,217,217.0,107,42,200
12013,2024-02-08,short,343,24,27.0,26,7,402
12014,2024-01-15,promo,1739,139,52.0,79,79,19
12015,2024-02-02,promo,4206,126,126.0,30,32,172
12016,2024-03-17,short,638,51,38.0,101,60,245
12017,2024-03-08,article,4518,226,452.0,94,28,436
12018,2024-03-03,short,275,3,25.0,178,16,303
12019,2024-02-19,article,5914,296,473.0,84,8,361
12020,2024-01-07,promo,762402,30496,0.0,135,91,138
12021,2024-02-20,short,6268,627,627.0,243,25,110
12022,2024-03-19,promo,3595,216,216.0,292,31,167
12023,2024-02-27,promo,8005,0,720.0,296,77,95
12024,2024-03-14,promo,2098,42,63.0,260,40,281
12025,2024-03-24,promo,387899,0,15516.0,130,67,335
12026,2024-03-24,article,568,17,45.0,242,31,500
12027,2024-03-08,short,1843,0,18.0,252,92,400
12028,2024-03-05,short,89,5,5.0,232,49,285
12029,2024-03-10,promo,1724,103,121.0,140,32,366
12030,2024-03-25,short,3262,163,294.0,224,72,319
12031,2024-01-14,promo,1367,82,68.0,61,12,199
12032,2024-01-02,short,272341,13617,5447.0,37,51,442
